,Unnamed: 0,Title,Date,Category,Link
793,793,Defense Contractor President Pleads Guilty To Bribery Scheme Involving $16 Million In Small Business Government Contracts,2025-03-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/defense-contractor-president-pleads-guilty-to-bribery-scheme-involving-16-million-in-small-business-government-contracts/
798,798,Putnam County Nurse Practitioner Pleads Guilty to Health Care Fraud,2025-03-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/putnam-county-nurse-practitioner-pleads-guilty-to-health-care-fraud/
803,803,"Former Long Island Business Owner Charged With Orchestrating $22 Million Health Care Fraud, Kickback And Money Laundering Scheme",2025-03-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-long-island-business-owner-charged-with-orchestrating-22-million-health-care-fraud-kickback-and-money-laundering-scheme/
804,804,Non-Profit Executive Sentenced To 27 Months In Prison For Conspiring To Defraud Federal Government And To Obstruct Federal Administrative Investigation,2025-03-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/non-profit-executive-sentenced-to-27-months-in-prison-for-conspiring-to-defraud-federal-government-and-to-obstruct-federal-administrative-investigation/
808,808,Doctor Sentenced For Health Care Fraud And Money Laundering,2025-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-health-care-fraud-and-money-laundering/
809,809,"Robert Burkich, M.D. Settles Case Alleging That He Submitted False Claims For Chelation Therapy To Medicare",2025-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/robert-burkich-md-settles-case-alleging-that-he-submitted-false-claims-for-chelation-therapy-to-medicare/
810,810,Miami Inspector Pleads Guilty in a Scheme to Obstruct the U.S. Department of Health and Human Services’ Oversight of the Medicare Program,2025-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-inspector-pleads-guilty-in-a-scheme-to-obstruct-the-us-department-of-health-and-human-services-oversight-of-the-medicare-program/
811,811,Marshalltown Woman Pleads Guilty To Charges Related To Drug Diversion,2025-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marshalltown-woman-pleads-guilty-to-charges-related-to-drug-diversion/
812,812,Medical Equipment Business Owner Sentenced To Federal Prison And Ordered To Pay Restitution In The Amount Of Over $1.3 Million,2025-03-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-equipment-business-owner-sentenced-to-federal-prison-and-ordered-to-pay-restitution-in-the-amount-of-over-13-million/
815,815,Hampton Man Sentenced To Over Nine Years In Prison For Defrauding Virginia Medicaid And Virginia Unemployment,2025-03-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hampton-man-sentenced-to-over-nine-years-in-prison-for-defrauding-virginia-medicaid-and-virginia-unemployment/
820,820,Three Former Executives for Magellan Diagnostics Plead Guilty to False Statements and FDCA Violations,2025-03-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-former-executives-for-magellan-diagnostics-plead-guilty-to-false-statements-and-fdca-violations/
821,821,Slidell Doctor Charged With Health Care Fraud,2025-03-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/slidell-doctor-charged-with-health-care-fraud/
822,822,Baton Rouge Man Falsely Holding Himself As A Medical Doctor Pleads Guilty To False Statements Relating To Health Care Matters,2025-03-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baton-rouge-man-falsely-holding-himself-as-a-medical-doctor-pleads-guilty-to-false-statements-relating-to-health-care-matters/
823,823,"Doctor Agrees To Pay $468,000 To Settle Civil False Claims Act Allegations",2025-03-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-agrees-to-pay-468000-to-settle-civil-false-claims-act-allegations/
827,827,Owner Of Marketing Companies And DME Company Convicted For Role In $100 Million Scheme To Defraud Medicare And Other Insurers And To Violate The Anti-Kickback Statute,2025-03-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-marketing-companies-and-dme-company-convicted-for-role-in-100-million-scheme-to-defraud-medicare-and-other-insurers-and-to-violate-the-anti-kickback-statute/
828,828,Medical Billing Company Owner Sentenced For Health Care Fraud,2025-03-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-billing-company-owner-sentenced-for-health-care-fraud/
829,829,"Lake Charles Physician, Wife, And Clinic Agree To Pay Medicare For Improper Billing Related To Implanted Neurostimulators",2025-03-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lake-charles-physician-wife-and-clinic-agree-to-pay-medicare-for-improper-billing-related-to-implanted-neurostimulators/
830,830,Health Care Providers And Laboratory Marketers Agree To Pay Over $1.9 Million To Settle Kickback Allegations,2025-03-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-providers-and-laboratory-marketers-agree-to-pay-over-19-million-to-settle-kickback-allegations/
831,831,"Addiction Treatment Center Supervisor Sentenced in Scheme to Defraud Federal, State, and Private Health Care Insurers",2025-03-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-center-supervisor-sentenced-in-scheme-to-defraud-federal-state-and-private-health-care-insurers/
832,832,Buffalo Business Owner Sentenced For Medicaid Fraud,2025-03-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/buffalo-business-owner-sentenced-for-medicaid-fraud/
838,838,Harrisburg Woman Sentenced To 41 Months in Prison for Health Care Fraud And Bank Fraud Charges,2025-03-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/harrisburg-woman-sentenced-to-41-months-in-prison-for-health-care-fraud-and-bank-fraud-charges/
842,842,Owner of Oahu Physical Therapy Clinic Sentenced to 9 Months in Federal Prison for Health Care Fraud,2025-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-oahu-physical-therapy-clinic-sentenced-to-9-months-in-federal-prison-for-health-care-fraud/
843,843,"Acting United States Attorney Fondren Announces Federal Indictment Against Gynecologist for Sexually Abusing Patients, Adulterating Medical Devices for Reuse on Patients, and Healthcare Fraud",2025-02-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/acting-united-states-attorney-fondren-announces-federal-indictment-against-gynecologist-for-sexually-abusing-patients-adulterating-medical-devices-for-reuse-on-patients-and-healthcare-fraud/
844,844,"Community Health Care Solutions, LLC and the Estate of Yolanda Burnom Agree to Pay $4.6 Million in Medicaid Fraud Lawsuit",2025-02-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/community-health-care-solutions-llc-and-the-estate-of-yolanda-burnom-agree-to-pay-46-million-in-medicaid-fraud-lawsuit/
846,846,Woman Previously Convicted of Fraud and Identity Theft Offenses Sentenced to Additional Prison Time for Violating Supervised Release Conditions,2025-02-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-previously-convicted-of-fraud-and-identity-theft-offenses-sentenced-to-additional-prison-time-for-violating-supervised-release-conditions/
849,849,National Sales Director for New York-Based Mobile Diagnostic Company Charged in Kickback Scheme,2025-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-sales-director-for-new-york-based-mobile-diagnostic-company-charged-in-kickback-scheme/
850,850,"United States Sues Skilled Nursing Company, Executives and Consultant for Fraudulent Billing",2025-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-sues-skilled-nursing-company-executives-and-consultant-for-fraudulent-billing/
851,851,Danville Woman Pleads Guilty to Health Care Fraud,2025-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/danville-woman-pleads-guilty-to-health-care-fraud/
852,852,Lab Operator Convicted of $4M Medicare Fraud Scheme,2025-02-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lab-operator-convicted-of-4m-medicare-fraud-scheme/
855,855,"Eureka Chiropractor Convicted of Defrauding Medicare, Insurance Companies Out of More Than $1.5 Million",2025-02-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eureka-chiropractor-convicted-of-defrauding-medicare-insurance-companies-out-of-more-than-15-million/
856,856,North Haven Counselor Sentenced to More Than 3 Years in Federal Prison for Defrauding Medicaid of More Than $1.6 Million,2025-02-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-haven-counselor-sentenced-to-more-than-3-years-in-federal-prison-for-defrauding-medicaid-of-more-than-16-million/
858,858,Arizona Man Charged With Conspiracy To Commit Bank Fraud And Theft Of $1 Million In Federal Grants For HIV Programs,2025-02-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arizona-man-charged-with-conspiracy-to-commit-bank-fraud-and-theft-of-1-million-in-federal-grants-for-hiv-programs/
859,859,"Ohio doctor agrees to pay $600,000 to settle False Claims Act allegations",2025-02-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-doctor-agrees-to-pay-600000-to-settle-false-claims-act-allegations/
860,860,Saad Healthcare Agrees to Pay $3M to Settle False Claims Act Allegations That It Billed Medicare for Ineligible Hospice Patients,2025-02-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/saad-healthcare-agrees-to-pay-3m-to-settle-false-claims-act-allegations-that-it-billed-medicare-for-ineligible-hospice-patients/
862,862,Owner of Durable Medical Equipment Companies Charged in Nearly $30 Million Fraud Scheme,2025-02-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-durable-medical-equipment-companies-charged-in-nearly-30-million-fraud-scheme/
863,863,Law Enforcement Seizes Range Rover and Over $4 Million in Health Care Fraud Proceeds from Miami Couple Charged with Health Care Fraud and Money Laundering Conspiracies,2025-02-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/law-enforcement-seizes-range-rover-and-over-4-million-in-health-care-fraud-proceeds-from-miami-couple-charged-with-health-care-fraud-and-money-laundering-conspiracies/
864,864,Columbia Physician Pleads Guilty to False Statements to Medicare,2025-02-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/columbia-physician-pleads-guilty-to-false-statements-to-medicare/
865,865,"Former Taney County Official Pleads Guilty to Stealing $260,000",2025-02-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-taney-county-official-pleads-guilty-to-stealing-260000/
866,866,Vice President of Health Care Software and Services Company Pleads Guilty to $1B Health Care Fraud Conspiracy,2025-02-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/vice-president-of-health-care-software-and-services-company-pleads-guilty-to-1b-health-care-fraud-conspiracy/
869,869,St. Louis Area Doctor Sentenced for Health Care Fraud,2025-02-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-area-doctor-sentenced-for-health-care-fraud/
870,870,President of Insurance Brokerage Firm and CEO of Marketing Company Charged in $161M Affordable Care Act Enrollment Fraud Scheme,2025-02-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/president-of-insurance-brokerage-firm-and-ceo-of-marketing-company-charged-in-161m-affordable-care-act-enrollment-fraud-scheme/
874,874,Two Pharmacists Convicted for Illegal Distribution of Oxycodone,2025-02-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-pharmacists-convicted-for-illegal-distribution-of-oxycodone/
876,876,Doctor Convicted of $24M Medicare Fraud Scheme,2025-02-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-24m-medicare-fraud-scheme/
879,879,"Four Pharmacists Sentenced for Roles in $13M Medicare, Medicaid, and Private Insurer Fraud Conspiracy",2025-02-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-pharmacists-sentenced-for-roles-in-13m-medicare-medicaid-and-private-insurer-fraud-conspiracy/
880,880,Louisiana Doctor Sentenced for Illegally Distributing Over 1.8M Doses of Opioids in $5.4M Health Care Fraud Scheme,2025-02-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/louisiana-doctor-sentenced-for-illegally-distributing-over-18m-doses-of-opioids-in-54m-health-care-fraud-scheme/
886,886,Pharmacy LLC Agrees To Resolve False Claims Act Allegations Of Billing For Drugs Not Dispensed,2025-02-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-llc-agrees-to-resolve-false-claims-act-allegations-of-billing-for-drugs-not-dispensed/
887,887,Man Pleads Guilty to Conspiracy to Launder Money in Connection with $100 Million Health Care Fraud Scheme,2025-02-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-conspiracy-to-launder-money-in-connection-with-100-million-health-care-fraud-scheme/
890,890,Hartford Substance Abuse Counselor Sentenced to 27 Months in Prison for Health Care Fraud Schemes,2025-02-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hartford-substance-abuse-counselor-sentenced-to-27-months-in-prison-for-health-care-fraud-schemes/
891,891,Man Pleads Guilty in Connection with $17M Medicare Hospice Fraud and Home Health Care Fraud Schemes,2025-02-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-in-connection-with-17m-medicare-hospice-fraud-and-home-health-care-fraud-schemes/
895,895,LiveCare Inc. Agrees To Pay Up To $4.9 Million To Resolve False Claims Act Allegations,2025-01-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/livecare-inc-agrees-to-pay-up-to-49-million-to-resolve-false-claims-act-allegations/
896,896,Arizona Couple Pleads Guilty to $1.2B Health Care Fraud,2025-01-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arizona-couple-pleads-guilty-to-12b-health-care-fraud/
899,899,Waterford Woman Sentenced to 2 Years in Prison for Stealing from Addiction and Mental Health Services Nonprofit,2025-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/waterford-woman-sentenced-to-2-years-in-prison-for-stealing-from-addiction-and-mental-health-services-nonprofit/
903,903,"Greensboro Laboratory and Owner Agree to Pay $850,000 to Resolve Allegations of False Claims for Urine Drug Testing",2025-01-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greensboro-laboratory-and-owner-agree-to-pay-850000-to-resolve-allegations-of-false-claims-for-urine-drug-testing/
904,904,"Philadelphia Mental Health Clinic and Its Psychiatrist Owner Agree to Pay $900,000 to Resolve False Claims Act Lawsuit for Alleged Medicaid Fraud",2025-01-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-mental-health-clinic-and-its-psychiatrist-owner-agree-to-pay-900000-to-resolve-false-claims-act-lawsuit-for-alleged-medicaid-fraud/
905,905,Greenfield Man Sentenced to 15 Months’ Imprisonment for Paying Healthcare Kickbacks,2025-01-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenfield-man-sentenced-to-15-months-imprisonment-for-paying-healthcare-kickbacks/
